Tweet,Target 1,Stance 1,seen?
"Income is income and should be taxed as the least harmful of all taxes. Eliminate property tax, but tax all income at the same graduated rates. Currently, there is no benefit in savings with interest rates at .3%. Investors should be encouraged to invest in capital projects or improvements, or donate to philanthropic groups by taxing idle income.",income,FAVOR,1
"Interesting that New Hampshire, famous for not wanting to pay for social programs that other states consider essential, has committed to a bottomless pit of customized education for every single child. Maybe tis will have all the country's wingnuts moving to NH to raise their kids? No wonder the Man on the Mountain fell off.",new hampshire,AGAINST,1
"Is it any surprise that a right wing writer who I'm sure would have preferred to see Hoover continue as president has come out with another book that twists and ignores facts. Considering the Dust Bowl, the ability of American farmers to produce sufficient food was impossible. When that finally ended the land was so completely stripped of top soil that it took years to get it back to full production. It is amazing that people like Folsom are still looking back 80 years to try and find a way to blame FDR for everything that has happened since. If the solution was so easy and obvious why didn't the host of GOP presidents just fix it. Instead they found ways to drive the small farmers off the land and make room for the industrial farms owned by their rich supporters. My mother's family had small farms that couldn't compete with the giants and were all driven off their land that the family had farmed since the late 1800s. I wonder how much Folsom is paid to write books that will mostly be bought by the case by the rich supporters of his twisted, imagined viewpoint.",farm,AGAINST,1
"Is it any surprise that a right wing writer who I'm sure would have preferred to see Hoover continue as president has come out with another book that twists and ignores facts. Considering the Dust Bowl, the ability of American farmers to produce sufficient food was impossible. When that finally ended the land was so completely stripped of top soil that it took years to get it back to full production. It is amazing that people like Folsom are still looking back 80 years to try and find a way to blame FDR for everything that has happened since. If the solution was so easy and obvious why didn't the host of GOP presidents just fix it. Instead they found ways to drive the small farmers off the land and make room for the industrial farms owned by their rich supporters. My mother's family had small farms that couldn't compete with the giants and were all driven off their land that the family had farmed since the late 1800s. I wonder how much Folsom is paid to write books that will mostly be bought by the case by the rich supporters of his twisted, imagined viewpoint.",farm subsidy,NONE,1
"Is there any other substance whose legal status is dependent upon ALL users to be completely responsible upstanding citizens? Imagine if we debated outlawing soda because it was found that kids involved in school shootings consumed it. Fortunately, due to Bloomberg's attempts to just limit sizes, I know that the American Beverage Association would be there to remind us that it's not about protecting us from ourselves, but about our choices as Americans! It's not just alcohol that gets a different standard, it's literally everything that's not cannabis.",bloomberg,AGAINST,1
"Israel does not have its embassy in Baltimore, New York or LA because the US states that its capital is Washington DC. We put our embassies in the capital cities which are designated by the country as its capital. Only Israel is denied the right to state its own capital city. Whether the Arabs like it or not, Jerusalem is the capital of Israel and that is where all embassies should be. Other countries don't get to pick and choose where they place their embassies. It belongs in the countries' capital. Other countries don't get to choose which city that is. It is where the country's own government places it. In Israel, that is Jerusalem. That is where all embassies belong even if the Arabs don't like it.",israel,NONE,1
"Israelis would become the minority in a single state, subject to whatever retributions desired by the majority Palestinians. Palestinians would remain second class citizens by virtue of the Israelis having developed both a wealthy economy and having developed and controlled both the modern infrastructure, businesses, and public institutions. The Palestinians would have to be given much of what is in Israeli hands and help them to learn how to manage it and money to support the transition from taxes upon the more well to do (Israelis) to achieve equality in a single state. That's a lot of potential pain and loss for Israelis in a single state.",israel,AGAINST,1
"Israelis would become the minority in a single state, subject to whatever retributions desired by the majority Palestinians. Palestinians would remain second class citizens by virtue of the Israelis having developed both a wealthy economy and having developed and controlled both the modern infrastructure, businesses, and public institutions. The Palestinians would have to be given much of what is in Israeli hands and help them to learn how to manage it and money to support the transition from taxes upon the more well to do (Israelis) to achieve equality in a single state. That's a lot of potential pain and loss for Israelis in a single state.",israeli,AGAINST,1
"It does not matter that parents who home school may pay just as much into the school system as other families. People without children pay as well and don't think this authorizes them to use the library or recreational facilities. In addition, supporting a school is not just about paying taxes. Parents who home school because they don't think public schools are good enough for their offspring weaken the very fabric of the public school system and should not seek to benefit from it. If it's not good enough for English and Math, it's not good enough for sports. (Of course, this should not apply to children who are home schooled because of special needs.)",public education,AGAINST,1
"It is an unassailable fact that race-based affirmative action favors wealthy immigrants from Africa, wealthy and upper-middle class blacks, and upper-middle class hispanics, while hurting poor Asians and whites. If you replaced race with income, the right people would be helped. In the current system, people who don't need the preferences get all the benefit to the detriment of those that deserve it. Regardless, race-based affirmative action at the college level is WAY too late to create any significant change. You need to start at kindergarten.",affirmative action,AGAINST,1
"It is getting very tiresome hearing ""experts"" such as Abrahms repeat the lie that Assad never harmed Americans. During the American occupation of Iraq, Assad sent thousands of Jihadis to kill US soldiers and Iraqi civilians. These Jihadis were responsible for the worst atrocities of the Iraq war. Only last year, Assad's chief Mufti threatened Europe with ""suicide bombers"". His father Hafez was responsible for the killing of 241 US marines in a suicide attack on their barracks in Lebanon. ""The enemy of my enemy is my friend"" is, apparently, what passes for analysis on the Middle East these days. It is a platitude by which not a single government in the Middle East has ever been known to set its policies by.",assad,NONE,1
"It is ironic that the vaunted ""American Business Model"" was essentially based on the theft of manufacturing designs and processes invented in Europe during the early years of the Industrial Revolution. We stole that stuff but now that the shoe is on the other foot, the corporate line is ""Oh My Goodness, We Need Protection."" History laughs at nonsense.",american business model,NONE,1
"It seems clear from reading the comments that the vaccine debate is falsely represented. While there are those who absolutely refuse any vaccinations, they are clearly in the minority. In fact, the vast majority of those who question the childhood vaccine schedule are looking most closely at a few of them, specifically Varicella, Flu, Hepatitis B and to some extent MMR. Their reasons for questioning these vaccines are solid and sound, and answers are still lacking to key questions about their safety, effectiveness and necessity. There is another camp of people who, like me, believe in vaccines and vaccinate their children but who question the recommendations and educate myself. I am lucky to have a child who can handle vaccinations without consequence, but it is cruel and disrespectful to families affected by vaccine injuries to claim that their child's suffering is for the greater good. You don't need a medical degree to think critically about your family's health and to demand answers from vaccine manufacturers who are, frankly, not forthcoming with information.",vaccination,NONE,1
"It seems state public universities are starting to lose their purpose, which is to make higher education more accessible for the state's residents, especially those who are not wealthy. I understand Mr. Johnson's points about the university's financial bind, but if state universities will not serve those they are meant to serve, what's the point?",public university,AGAINST,1
"It should be clear by now that, given enough slack in their leash, the banks will take the path of highest leverage without concern for risk. Look at how they all copied Countrywide Financial so they could get a larger share of feed at the trough. Of course this will always end with the US taxpayer baling them out and financing hideously large bonuses to those that risked everyone else's money and lost. We desperately need the Glass Steagall wall between deposits and investments. It would also be a big help if we implement a method to lower income inequality so that unsustainable amounts of personal debt are required to prop up our economy. Remember when Chairman Greenspan testified on TV in a Senate hearing and urged existing homeowners to tap into their equity? The rapid rise in personal debt in the form of credit card debt, mortgages and student loans is feeding these to-big-to fail financial behemoths that throw their weight around Washington.",bank,AGAINST,1
"It's hard to take an argument seriously when it asserts outright falsehoods. The federal minimum wage for *all* employees is $7.25 per hour. Under no circumstance can any wait staff make less than this. Because tips are wages, tips are included in the minimum wage calculation. The $2.13 is the so-called tipped subminimum wage: extra cash employers have to pay even if your tips place your wages substantially higher than the minimum wage. I'm sympathetic and agree that service staff are often underpaid, and I agree that the minimum wage is too low. However, it's not that clear to me why a waiter who works at a swanky restaurant making $30 / hour in tips should be federally guaranteed an extra $2.13 per hour on top of their minimum wage. Better to set a fair minimum wage and eliminate the subminimum wage. (I think studies prove we'd be far better off putting an end to tipping altogether, but that's another story.)",federal minimum wage,NONE,1
"It's hard to take an argument seriously when it asserts outright falsehoods. The federal minimum wage for *all* employees is $7.25 per hour. Under no circumstance can any wait staff make less than this. Because tips are wages, tips are included in the minimum wage calculation. The $2.13 is the so-called tipped subminimum wage: extra cash employers have to pay even if your tips place your wages substantially higher than the minimum wage. I'm sympathetic and agree that service staff are often underpaid, and I agree that the minimum wage is too low. However, it's not that clear to me why a waiter who works at a swanky restaurant making $30 / hour in tips should be federally guaranteed an extra $2.13 per hour on top of their minimum wage. Better to set a fair minimum wage and eliminate the subminimum wage. (I think studies prove we'd be far better off putting an end to tipping altogether, but that's another story.)",minimum wage,AGAINST,1
"It's really tiresome to hear all these male obstetricians (not that the female ones are much better in this regard) make remarks like ""oh yes, we should be doing a better job"" of making hospital birth safer, with fewer C-sections and better outcomes -- and less trauma -- for mothers and babies, etc. If they really cared about ""doing a better job"" they would have been working towards changing the hospital environment and protocols already, and they're not. Very little has changed for the better and in fact c-section rates continue to rise. (And increasingly obstetricians have *less* training now in techniques such as vaginal breech delivery, forceps delivery, VBAC . . .) I'm really not seeing this urge to do ""a better job"" that they keep talking about. They are patronizing and dismissive towards trained and knowledgeable midwives and towards women with real concerns. Also, the attempt by these commentators to equate advocates of homebirth with ""anti-vaxxers"" and ""junk science"" is rather scurrilous. The circumstances and practices involved, and the quality of argument and evidence in each case, are not equivalent.",male obstetrician,AGAINST,1
Just don't bother to tell me that charter schools are successful because they are better when they succeed by kicking out any child they want to get rid of for any reason they want. And just because the schools you so admire in the past for being run by uneducated sadists doesn't make it right. There's something truly sick about admiring the schools that beat children and kick them out for any behavioral infractions.,charter school,AGAINST,1
"Just like the BDS, this group does the usual, it's always Israel's fault and they must be boycotted if they refuse. Does Hijab understand the real issue or just what agrees with her side only? Most countries aren't fooled by what she says and know that boycotting Israel does more harm than benefit. By calling on a boycott to Israel, you will lose a lot of medical and technological advances that they are creating. Of course, she probably doesn't care about other countries that show much more signs of oppression to minority groups be it the Kurds, Tibetan Monks, or any others. However, there are no calls to boycott those countries, which is more proof of anti-semitism. I wonder what she thinks about Syria killing a lot more civilians on a higher scale or even Russia for what's going on Ukraine. My answer is probably nothing. Also, many of what happens to the Gaza Strip is because Hamas has a long history of placing their own kind into harm's way while they are hiding in safe shelters and tunnels that their people aren't allowed to use. Overall, this is another person who tries to spin around what is actually happening.",israel,NONE,1
"Just out of curiosity, are there any moves which either Israel of the US can take which won't result in Arab violence? In 2000, Israel made a peace proposal to the Palestinians, the Palestinians responded with...violence. In 2005, Israel withdrew from Gaza, the Palestinians responded with...violence. The author is correct, if the US moves its embassy to Jerusalem, a move which I don't see as either solving anything or wise at this time, it will result in Palestinian violence. You will have to excuse me if I think he needs a better argument against the idea since violence seems to be the Palestinians' default reaction to everything. This may explain why the Israelis don't want to put their cities in firing range by giving up the west bank in return for empty promises by either the UN, the US or the Palestinians.",palestinian,NONE,1
"Khalil's very reasoned argument is that Jerusalem could -- once again -- shine a powerful beacon of multi-faith coexistence. However, moving the embassy prematurely could knock the region and indeed the world's balance off. His argument seems pro-Israeli, pro-peace, pro-Palestinian and indeed pro-logic. It is a reasoned and tempered argument in an unseasonable and ill-tempered time.",jerusalem,NONE,1
"Kids already can and do use marijuana. The law isn't going to make a major difference here. It is hard to argue that marijuana should be illegal when alcohol and tobacco, both more harmful substances, are legal and widely promoted. And in your hysterical attempt to portray marijuana as the demon weed you ignore the fact that the arrests and violence that accompany marijuana use and sales do more harm than the drug actually does. I'm concerned about the fact that many kids don't understand that marijuana is harmful. Not only does it lead to demotivation in some, it now appears that it can permanenty lower the IQ of a teenage user by some 9 points. But alcohol also damages the teenage brain. What we need here is education, not prohibition, and a ban on advertising and promotion -- something we should have for alcohol and tobacco as well, but do not.",marijuana,AGAINST,1
"Legalization is just too dangerous, says Ms. Evins. Has she studied the Rat Park experiments? Conducted over 20 years in a prestigious lab, then published as peer-reviewed journal studies, they establish that addiction is almost impossible to induce when the subjects are living in healthy environments. Oh, one detail: the subjects were rats...which correlate to humans 80% of the time in lab study results. So there's an 80% chance that human addiction results not from the substance but from deprived, abusive environments. There is a place she could put her efforts productively, instead of fighting a losing battle against a public jaded by decades of lies.",drug legalization,FAVOR,1
"Legalizing prostitution and cracking down on trafficking are not mutually exclusive. The increased traffic in Amsterdam comes from the fact that it is just one such city and attracts men from all over. If prostitution was legal in every country in Europe this would not happen. Does prostitution dehumanize women? Absolutely. But until we get rid of it, legalization does, in theory, offer protections that doesn't currently exist.",prostitution,FAVOR,1
Let me understand this. Now that my kids are out of the public school system I should not have to pay the 80% of my property tax that goes to support my local schools? Or do I get a credit for supporting services that I do not use? Has this been thought out sufficiently? It seems that there is an equal protection problem here.,public school,NONE,1
Let's put this question the way it really affects public education: Should the government subsidize the destruction of public education and simultaneously give financial aid to bolster organized ignorance (most home-schoolers are home in order to avoid being taught evolution)?,education,NONE,1
"Lift the embargo? What for? The Castro brothers and their sycophants are deeply entrenched and are not going anywhere, with or without an embargo. Lifting the embargo will just make them even...wealthier than they already are. Those two despicable hypocrites call themselves Communists and are living in luxury while most on the island struggle everyday to survive. And don't kid yourselves, they have ruled with an iron fist for 54 years and have executed thousands, and thousands of people without batting an eyelash in order to stay in power. Many, many more have perished in the high seas trying to escape. Many lives lost, families destroyed, misery, poverty, hunger, and for what? What kind of a revolution was that?",castro brother,AGAINST,1
Look at the human species not other animal species. It's not vegies and whole foods that make a major portion of Western diet eaters overweightt and obese. It's not vegies that puts a major portion of the US population on statins to reduce bad cholesterol. It's not vegies that are helping to raise medical costs to astronomical heights.Perhaps a major portion of the problem lies in the high animal fat Western diet.,western diet,AGAINST,1
"Looking at the violence carried out in response to the mere concept of ""International Burn a Koran Day"" and before that with ""Everybody Draw Muhammad Day"" and before that with the publication of a few caricatures of the Prophet Muhammad in a Danish news paper: One could make the argument that the followers of the so-called ""Religion of Peace"" are so inherently violent as to make any speech which is deemed an insult to Islam tantamount to yelling ""fire"" in a crowded theater. If we allow ourselves to do this, then what we have essentially said is that constitution is incompatible with world wide Islam.",islam,AGAINST,1
"MDs are not scientists. Correlation is not causation. I'd rather someone self-medicate with (preferrably legal) Marijuana. Prohibition makes hard drugs seem equivalent and risks making the gateway claims self-fulfilling. Robert Dupont, MD, from wikipedia: He claims that marijuana is ""the most dangerous drug"",[11] a claim that is at odds with current scientific consensus.[12] He served as a paid consultant for Straight, Incorporated, a ""controversial non-profit drug rehabilitation program"" for youth that was the subject of numerous allegations of abuse and which was successfully sued for false imprisonment and maltreatment.[13]",marijuana,NONE,1
"Many restaurants in Brasil add in 10% and one is not expected to tip. The service is usually excellent. But, In Japan where most restaurants forbid employees to accept tips the service is good but with one exception: the servers will never break the house rules. So, it is almost impossible to get special orders of adding this or holding this. Owners or chefs actually get annoyed sometimes when a patron will even have the nerve to request something special. I prefer the incentive-based tipping system.",restaurant,FAVOR,1
"Marijuana is a gateway drug for frequent use of pizza delivery and the steady consumption of Fritos, Ben & Jerry's, and other junk food. That's about it. I smoked a fair amount of weed in my early 20's, and then the desire just naturally tapered off as I became more involved in professional pursuits. Now that I'm retired, I probably wouldn't buy it even if I could pick it up in the produce section of my local grocery store. Why? Frequent use of pizza delivery, Fritos, Ben & Jerry's...I don't need the help gaining weight and sitting around on my rear end, thank you. Want to know what's a gateway drug for opioid abuse? The combination of poverty, hopelessness and lack of education.",marijuana,NONE,1
"Marijuana is no more a gateway drug than alcohol or milk for that matter. Addiction disorder comes in many forms, but it is the mental disorder that requires our attention and not the vice. Haven't we wasted enough time, money and lives to learn this lesson???",marijuana,AGAINST,1
"Marijuana is not addictive -- and is much less dangerous than alcohol. The gate-way drugs are prescription meds found in medicine cabinets everywhere. Heroin is a lot less expensive than marijuana and if marijuana were legal, and less expensive, fewer people would want heroin.",marijuana,NONE,1
"Marriage as it pertains to government's involvement is an issue of tax law, entitlement benefits and property rights (especially in the case of divorce), government should not be defining morality. Leave morality to the churches, etc. Either government legally protects consenting adults to enter into any type of marriage and provides equal benefits in such unions, or the government completely removes itself from all marriages.",marriage,NONE,1
"Maybe US universities, both public and private, are accepting too many foreign students. At least students from other states are Americans, buy why are so many Chinese students taking places in US universities, which should be building an American workforce?",foreign student,NONE,1
"Maybe if we heard from the other nations involved in this proxy war of sect and tribe within Islam - Saudi Arabia, Iran, other mideast players, we could take other actions. But for now, the deafening silence on the part of these players in the disaster that is the middle east indicate that all people entering the West from those countries should be suspect from a security standpoint, migrant, asylum seeker, or not. And that means finding out who, where and why these people are in Europe before any more are allowed and concurrently to deport those who are not valid asylum seekers.",islam,NONE,1
"Mike Tyson ate meat when he was the most feared boxer in the world. He only became a vegan long after his boxing days are over, so he hardly counts as an elite vegan athlete. Similarly, Lance Armstrong didn't win all those Tour victories as a vegan. I'd be interested to know when the other athletes Rip mentioned became vegans. I'd bet it was long after they had become champions. In any case, for every vegan elite athlete Rip names, I can name a couple hundred omnivorous ones. So despite these examples, it is entirely possible -- and likely -- that any vegan athlete who reaches elite levels is a fluke and became a champion IN SPITE OF his/her nutritionally deficient vegan diet, and NOT because of it. You can go up a hill by walking on your hands. Doesn't mean it's the best or most efficient way to do it, or even that this is a possibility for most people.",veganism,AGAINST,1
"Mining is also an intolerable job, but people do it because they are paid much more than they could make at any other available job, I believe about $60K/year which is good money in the poor parts of the country. LOTS of jobs are difficult and/or dangerous but they pay enough to attract people, at least people who don't readily have better options. This is STRICTLY a matter of wages. For $60K/year, I betcha lots of people would learn to pick vegetables and fruit.",dangerous job,NONE,1
"Most beach communities have public beaches and private land. I don't see why that's a problem, frankly; it is a problem if people begin believing that 'what's yours is mine,' unless you want people to then begin believing that your home is also theirs because they like it, or your living room couch should be theirs because it's 'welcoming.' Unless you're a communist; then it makes sense.",private beach,FAVOR,1
"Most beach communities have public beaches and private land. I don't see why that's a problem, frankly; it is a problem if people begin believing that 'what's yours is mine,' unless you want people to then begin believing that your home is also theirs because they like it, or your living room couch should be theirs because it's 'welcoming.' Unless you're a communist; then it makes sense.",public beach,NONE,1
"Most of the smartest women I know aren't competing in pageants...and the opportunities these pageants provide in cash for a few women do not undue the harm that they cause for the millions of others that watch. The only 'brainy' thing the women do on stage is anwser a one-line question. Even the volunteering component is still a bit silly. Given that volunteering is now a pre-req for college admissions, these women don't achieve much more than their peers do. These pageants seem more like finishing school for future high-end trophy wives who are well-kept and dabble in charity on the side...",beauty pageant,AGAINST,1
"Mr. DuPont focuses on the wrong gateway. Accessing marijuana through the black market provides a gateway to other illegal drugs through that same market. Washington state has legal marijuana stores, but, just like the stores here that sell alcohol, you will not find heroin, cocaine or methamphetamine next to it on the shelf. Also, marijuana use was pervasive in Washington state well before it was legalized and arrest, incarceration and criminal records destroyed the lives and futures of far more people, especially young black and hispanic men, than smoking a bit of weed. The reason that marijuana was legalized is because it was simply impossible and impractical to continue ineffective and expensive prohibition. It is a practical solution aimed at harm reduction and closing the gateway to other illegal drugs.",gateway drug,AGAINST,1
"Ms. Bedolla's job is to lobby for illegal workers, and this fact makes all of her arguments subject to question. This is standard advocacy talk- the illegal's do the work American's won't do/can't do, and her Georgia example where former convicts, hardly a representative population, were cited as evidence is typical of the distortions practiced by these advoctes. If the farmers want legal workers, then they should pay them a living wage, and Americans should pay the higher resulting prices for the food that they consume .The implication that American's are not hard workers is not borne out by our history.",illegal worker,AGAINST,1
"My first job back in the 1970s was minimum wage. I worked in the evenings Monday through Saturday unloading trucks and stocking shelves at a now defunct chain store similar to a Target. The schedule kept me out of trouble. But more importantly our store had a manager, a co-manager, an assistant manager, a manager trainees and about 100 employees. And every member of management treated every employee, including me, #100 on the list of 100, with tremendous respect and truly believed that we all have to want to be there in order for us to be productive. Did I mention the store is now defunct? It seems that such wonderful management practices, that formed me as a young adult and which I have attempted to carry on today, are just not sufficiently profitable.",minimum wage,NONE,1
"My indoor cats love scratching stuff. Therefore we have scratching posts, cardboard scratching rectangles / circles / squares, next to every piece of furniture we care about. Cats almost never scratch on furniture as they prefer these things. Really, there's no reason to de-claw.",cat,NONE,1
"My maternal Georgia grandfather farmed during the Roosevelt administration. He opposed President Roosevelt because he believed correctly that Roosevelt's policies undermined his effort to operate his farm with a profit. My grandfather was a wise man who understood more than he might have been able to voice effectively. My maternal Georgia grandfather farmed during the Roosevelt administration. He opposed President Roosevelt because he believed correctly that Roosevelt's policies undermined his effort to operate his farm. My grandfather was a wise man who understood more than he might have been able to voice effectively how subsidies undermined farming. I wish he could read Professor Folsom's appraisal. Thank you, I want to read your book.",farming subsidy,NONE,1
"My wife was considered low risk. It was our second child, and the delivery went fine until she started bleeding after the placenta came out. After a few days in the ICU she was fine, but if she had the delivery at home she'd be dead right now. Is there a way to judge the risk of problems before labor? I have no idea. However, if something does happen during labor and delivery it'll happen fast, and wouldn't you rather be in a place that's prepared to deal with emergencies?",hospital birth,FAVOR,1
"Necessity is the mother of all invention. Never bet against human ingenuity, especially when survival is on the line. The technology we need to move beyond fossil fuels exist today - wind, solar, efficiency improvements like LED lighting, and especially nuclear power. I can't imagine what technology we will have in 50 years - carbon sequestration, fusion reactors, space elevators, orbital solar platforms - there is no point even guessing, but I am very sure technology continues to outpace population growth, and we continue to solve problems faster than we create them. We might be slow on global warming, but science and engineering are key to survival. As Issac Asimov said, ""I chose solution, I chose technology""",human ingenuity,FAVOR,1
"Necessity is the mother of all invention. Never bet against human ingenuity, especially when survival is on the line. The technology we need to move beyond fossil fuels exist today - wind, solar, efficiency improvements like LED lighting, and especially nuclear power. I can't imagine what technology we will have in 50 years - carbon sequestration, fusion reactors, space elevators, orbital solar platforms - there is no point even guessing, but I am very sure technology continues to outpace population growth, and we continue to solve problems faster than we create them. We might be slow on global warming, but science and engineering are key to survival. As Issac Asimov said, ""I chose solution, I chose technology""",technology,FAVOR,1
"No Europeancountry I am aware of requires the study of a foreignlanguage at the undergraduate level. That is taken care of, usually very well, at the high school level. At most American colleges and universities, the study of foreign languages is a ditributioin requirement. Thios preserves jobs for faculty, but in most cases, after a year of study, the student may or may not be able to hire an amburga abroad. In short, like so much else in our colleges, the study of foreign languages is a fraud. I wish all the passionate hearts here had been fighting for rigor at our colleges. The whole shebang is tumbling down--and for good reason. Higher ed in the US is costly beyond reason, and fundamentally dishonest.",foreign language,AGAINST,1
"No one should be tax exempt. Enough of this never ending debate about who gets favored and who does not. If we are going to tax income in America, we should stop playing favorites and tax every dollar of income exactly the same. Whether earned by KBronson, the NYT, the Catholic Church, the Girl Scouts, or Exxon, we should tax every dollar at the same rate--no matter who earned it or what they spend it on. A simple direct tax policy like that would send this country on a growth spurt that it hasn't seen since the 1950's, and get the government out of our personal decisions.",tax,AGAINST,1
"No they should not be able to patent a human gene. They didn't create it. The gene has been there all along. Certainly the company owns the testing mechanism they develop. If someone developed a technique to alter genes so they are not destructive to us, that method is theirs to patent. But the ownership of the gene belongs to the people who carry them.",human gene,AGAINST,1
"No! Never! Corporations cannot and must not be trusted to regulate themselves. They would make lying, cheating, stealing, pollution and indifference to the safety of others standard business practices in the name of competition. What they want is to be excepted from moral and ethical standards that the rest of us must adhere to in order to have a functioning society.",corporation,AGAINST,1
"No, Dr. Elders, there should not be a religious exemption for vaccination against highly communicable diseases unless unvaccinated children are kept out of public school and away from contact with other children. Religious freedom is not an unqualified right, and public health must trump a parent's objections to vaccination based on religious grounds. Besides, the parents are putting the risk of disease on the child, not themselves. This is child abuse, in my opinion.",vaccination,AGAINST,1
"No, ban the box is not enough there should be a time limit for back ground checks, 6 months for non violent misdemoners, 2 years for non violent felonies. and a longer time for violent crimes depending upon the crime. People need to work and have a job and have a place to live.",background check,FAVOR,1
"Non-compete clauses are not about protecting proprietary information. That can be done with non-disclosure agreements. What they're really about is inhibiting the free market for labor. Employers use non-compete clauses to discourage employees from leaving. That saves the employer the cost and trouble of training a new worker, and it keeps wages down by restricting the employee's ability to leave if he or she does not get a raise. Non-compete clauses should be banned as a simple matter of fairness, and because competition for labor makes companies better.",free market labor,FAVOR,1
"Nonsense. I have watched people leave MA in droves for overseas or CA to be free to work when non competes were threatened. Massachusetts loses far more (including its reputation for innovation) when these are invoked. NDAs work while enforcing non competes drives new business elsewhere. Most non competes do not protect ""trade secrets"" (very widely interpreted) but are both punitive and designed to abuse workers earnings. Often it is the best and the brightest who leave regardless. And let's throw out that ""underpaid for equal work women"" as a class are doubly damaged.",non compete agreement,AGAINST,1
"Not all who study law want to practice law. They may want to get into business fields where the law degree and some knowledge is helpful. Many students not adept at test taking make wonderful lawyers, not for research perhaps but as litigators. Law Exams in California go for three days and they are very tough but the best top schools have high percentages passing as they take Bar Review courses for a month or so before the actual three day grind. Only graduates from the top law schools with the best grades get the jobs with the giant law firms if that is what you crave you better have passed the bar the first time out. Passing the bar takes hard study and determination. The Law is not a profession for sissies.",law school,NONE,1
Nothing like giving a device that talks to the person to a patient with schizophrenia who may believe that others are able to read their thoughts or insert thoughts into their minds. I'm sure that would help the person feel a whole lot better.,schizophrenia,AGAINST,1
"Obviously they SHOULD NOT. Such people are often narrow minded and ignorant, and want to keep their children the same way. How a state would write such a law says something about the sickness of their legislature. How about parents who DON'T LIKE ANYTHING? Will the school have to write an entire curriculum for them and assign a teacher to work with this child and teach whatever worthless nonsense the parent's desire?",education,NONE,1
"Of all the people I have met that were home schooled I feel they fall into one of two categories: the bible college bound, and those lacking all social skills whatsoever. Thank you republicans for creating another group of Americans that will in no way be able to take my job when I'm 50 and they are 30.",republican,AGAINST,1
"Of course individuals with dual citizenship can be model citizens, that is until the policies of their two countries conflict. Those things don't normally happen for most people, unless they work for the government. My wife had dual citizenship, but when she began working for the U.S. Department of State she was asked to renounce the non-US one in order to get a security clearance. Back in my military career, it was common for foreign nationals to enlist, but hey did not get a Secret clearance until they became U.S. citizens and renounced their birth citizenship. That clearance was critical to becoming a non-commissioned officer or commissioned officer. Maybe the Congresswoman found out she would also lose her clearance if she kept here non-US citizenship, and that would put her seat on the House Select Committee on Intelligence in question. Just guessing there, but I wouldn't want anyone with dual citizenship - and therefore assumed dual allegiances - on any Congressional oversight committee, especially one with access to U.S. national security intelligence. Not saying the Swiss are our enemies, but I'd like a hard line drawn that is the same for the Congressional hierarchy and us lowerachy.",dual citizenship,AGAINST,1
"Of course it is time! It should have been done long ago. How has the embargo benefitted us or the Cubans or any of the past participants over the years? It has not. It is a foolish remnant of a Cold War which ended long ago in a different time and existed in a much different world. Foolish saber-rattling by foolish people in a foolish effort. The embargo belongs in history books, not on our back porch.",cuba,FAVOR,1
"Of course we need more secure borders. We must decide at the very beginning if we are going to have borders or if we are not. If the answer is that we must have borders, then those borders must be secure, or they might as well just open them to the world. Not an easy decision, but one which must be made. According to most estimates, there are 11 million undocumented immigrants in our country. Some estimates are even higher. If we have, so far, been unable to locate. identify and detain those 11 million people, how will we find and detain the next 11 million after this current group is processed and given what they have been seeking? And the next 11 million after that? And the next? And the next?",border,FAVOR,1
"Of course what could go wrong. Hamas is just like any other political group peace loving and giving! What a fantasy. And I like the way peace is always about finding. Millions have been poured into the Palestinian cause by its fellow Arabs unfortunately most of it has been for arms and continued war very little for economic development. If Saudi Arabia had given the money it has paid out to terrorists to stay out of their country to the Palestinians for economic development and provided real guidance in those areas there is no reason they would not be competing with Israel on the economic stage but that would not serve anyone but the Palestinians. The US is not the failure here. Those who say they love the Palestinians only seem to love them when they are fighting and dying. Hamas won't help change the course of this debate or this tragedy unless it has changed its stripes, something I very much doubt. Israel has not always been right but there are a lot of bad actors here so lets be fair and we might get some where.",hamas,AGAINST,1
"Oh, of course you're thinking of the college students of the elite. Where do most college students live? In dorms? Look it up. They live with their parents or they scrabble to make ends meet in shared apartments. They work. And they are angry and tired in their twenties. And in debt. They are not your unreliables. Just watch them.",college student,AGAINST,1
"Oh, of course you're thinking of the college students of the elite. Where do most college students live? In dorms? Look it up. They live with their parents or they scrabble to make ends meet in shared apartments. They work. And they are angry and tired in their twenties. And in debt. They are not your unreliables. Just watch them.",elite,AGAINST,1
"Oh, yes, the classical ""what works in X won't work here because here is not X"" pseudo-argument, also known as begging the question. The indisputable fact that here is not Japan has presumably nothing to do with whether tipping is good or not. If it does, the onus is on the writer to say why it is so. Was the author thinking in terms of stereotypes of Japanese workers who act like robots and thus need no feedback or incentives? Like Mr. Shaw wrote in another opinion in this series, there are many places with excellent service and no tips, thus proving that there are other ways of providing feedback and incentives to the staff.",restaurant,NONE,1
"Oh, yes, the classical ""what works in X won't work here because here is not X"" pseudo-argument, also known as begging the question. The indisputable fact that here is not Japan has presumably nothing to do with whether tipping is good or not. If it does, the onus is on the writer to say why it is so. Was the author thinking in terms of stereotypes of Japanese workers who act like robots and thus need no feedback or incentives? Like Mr. Shaw wrote in another opinion in this series, there are many places with excellent service and no tips, thus proving that there are other ways of providing feedback and incentives to the staff.",tip,NONE,1
